,url,category
190,/ratemodel.aspx?modelid=1124271,e-cellphone
191,/ratemodel.aspx?modelid=1090450,e-cellphone
192,/ratemodel.aspx?modelid=1149075,e-cellphone
193,/ratemodel.aspx?modelid=1110251,e-cellphone
194,/ratemodel.aspx?modelid=1040284,e-cellphone
195,/ratemodel.aspx?modelid=1089908,e-cellphone
196,/ratemodel.aspx?modelid=1101218,e-cellphone
197,/ratemodel.aspx?modelid=1143107,e-cellphone
198,/ratemodel.aspx?modelid=1078525,e-cellphone
199,/ratemodel.aspx?modelid=1101217,e-cellphone
200,/ratemodel.aspx?modelid=1148411,e-cellphone
201,/ratemodel.aspx?modelid=1036203,e-cellphone
202,/ratemodel.aspx?modelid=1089905,e-cellphone
203,/ratemodel.aspx?modelid=1109711,e-cellphone
204,/ratemodel.aspx?modelid=989444,e-cellphone
205,/ratemodel.aspx?modelid=1142199,e-cellphone
206,/ratemodel.aspx?modelid=1016695,e-cellphone
207,/ratemodel.aspx?modelid=1142269,e-cellphone
208,/ratemodel.aspx?modelid=996558,e-cellphone
209,/ratemodel.aspx?modelid=1129077,e-cellphone
210,/ratemodel.aspx?modelid=1129465,e-cellphone
211,/ratemodel.aspx?modelid=1121513,e-cellphone
212,/ratemodel.aspx?modelid=1123663,e-cellphone
213,/ratemodel.aspx?modelid=1122016,e-cellphone
214,/ratemodel.aspx?modelid=1036204,e-cellphone
215,/ratemodel.aspx?modelid=1089904,e-cellphone
216,/ratemodel.aspx?modelid=1122015,e-cellphone
217,/ratemodel.aspx?modelid=1016696,e-cellphone
218,/ratemodel.aspx?modelid=1110839,e-cellphone
219,/ratemodel.aspx?modelid=942956,e-cellphone
220,/ratemodel.aspx?modelid=1082086,e-cellphone
221,/ratemodel.aspx?modelid=1089902,e-cellphone
222,/ratemodel.aspx?modelid=1059737,e-cellphone
223,/ratemodel.aspx?modelid=1121512,e-cellphone
224,/ratemodel.aspx?modelid=1126716,e-cellphone
225,/ratemodel.aspx?modelid=1147660,e-cellphone
226,/ratemodel.aspx?modelid=1090435,e-cellphone
227,/ratemodel.aspx?modelid=1111480,e-cellphone
228,/ratemodel.aspx?modelid=1009389,e-cellphone
229,/ratemodel.aspx?modelid=1123659,e-cellphone
230,/ratemodel.aspx?modelid=1112557,e-cellphone
231,/ratemodel.aspx?modelid=1145965,e-cellphone
232,/ratemodel.aspx?modelid=1124723,e-cellphone
233,/ratemodel.aspx?modelid=1040287,e-cellphone
234,/ratemodel.aspx?modelid=1116207,e-cellphone
235,/ratemodel.aspx?modelid=1065398,e-cellphone
236,/ratemodel.aspx?modelid=1091730,e-cellphone
237,/ratemodel.aspx?modelid=1117932,e-cellphone
238,/ratemodel.aspx?modelid=1089899,e-cellphone
239,/ratemodel.aspx?modelid=1089901,e-cellphone
240,/ratemodel.aspx?modelid=1091458,e-cellphone
241,/ratemodel.aspx?modelid=1082087,e-cellphone
242,/ratemodel.aspx?modelid=996556,e-cellphone
243,/ratemodel.aspx?modelid=1128430,e-cellphone
244,/ratemodel.aspx?modelid=996554,e-cellphone
245,/ratemodel.aspx?modelid=1065397,e-cellphone
246,/ratemodel.aspx?modelid=1108558,e-cellphone
247,/ratemodel.aspx?modelid=1023942,e-cellphone
248,/ratemodel.aspx?modelid=1060349,e-cellphone
249,/ratemodel.aspx?modelid=1109757,e-cellphone
250,/ratemodel.aspx?modelid=1124724,e-cellphone
251,/ratemodel.aspx?modelid=953058,e-cellphone
252,/ratemodel.aspx?modelid=1122430,e-cellphone
253,/ratemodel.aspx?modelid=1093929,e-cellphone
254,/ratemodel.aspx?modelid=1040286,e-cellphone
255,/ratemodel.aspx?modelid=981012,e-cellphone
256,/ratemodel.aspx?modelid=1117931,e-cellphone
257,/ratemodel.aspx?modelid=1125309,e-cellphone
258,/ratemodel.aspx?modelid=1124522,e-cellphone
259,/ratemodel.aspx?modelid=1122019,e-cellphone
260,/ratemodel.aspx?modelid=1109128,e-cellphone
261,/ratemodel.aspx?modelid=1093191,e-cellphone
262,/ratemodel.aspx?modelid=1123483,e-cellphone
263,/ratemodel.aspx?modelid=939915,e-cellphone
264,/ratemodel.aspx?modelid=1130014,e-cellphone
265,/ratemodel.aspx?modelid=1126715,e-cellphone
266,/ratemodel.aspx?modelid=976130,e-cellphone
267,/ratemodel.aspx?modelid=1099549,e-cellphone
268,/ratemodel.aspx?modelid=1057317,e-cellphone
269,/ratemodel.aspx?modelid=1090867,e-cellphone
270,/ratemodel.aspx?modelid=1099369,e-cellphone
271,/ratemodel.aspx?modelid=1067555,e-cellphone
272,/ratemodel.aspx?modelid=1123343,e-cellphone
273,/ratemodel.aspx?modelid=1100898,e-cellphone
274,/ratemodel.aspx?modelid=1057319,e-cellphone
275,/ratemodel.aspx?modelid=1112287,e-cellphone
276,/ratemodel.aspx?modelid=1110042,e-cellphone
277,/ratemodel.aspx?modelid=1117422,e-cellphone
278,/clientcard.aspx?siteid=5389,e-cellphone
279,/ratemodel.aspx?modelid=789836,e-cellphone
280,/ratemodel.aspx?modelid=1057318,e-cellphone
281,/ratemodel.aspx?modelid=1120867,e-cellphone
282,/ratemodel.aspx?modelid=1125073,e-cellphone
283,/ratemodel.aspx?modelid=1068244,e-cellphone
284,/ratemodel.aspx?modelid=953265,e-cellphone
285,/ratemodel.aspx?modelid=1117421,e-cellphone
286,/ratemodel.aspx?modelid=1040283,e-cellphone
287,/ratemodel.aspx?modelid=1139672,e-cellphone
288,/ratemodel.aspx?modelid=1126725,e-cellphone
289,/ratemodel.aspx?modelid=1089906,e-cellphone
290,/ratemodel.aspx?modelid=996552,e-cellphone
291,/ratemodel.aspx?modelid=1095827,e-cellphone
292,/ratemodel.aspx?modelid=1113836,e-cellphone
293,/ratemodel.aspx?modelid=943741,e-cellphone
294,/ratemodel.aspx?modelid=956389,e-cellphone
295,/ratemodel.aspx?modelid=943739,e-cellphone
296,/ratemodel.aspx?modelid=1115282,e-cellphone
297,/ratemodel.aspx?modelid=1123298,e-cellphone
298,/ratemodel.aspx?modelid=1098344,e-cellphone
299,/ratemodel.aspx?modelid=1089909,e-cellphone
300,/ratemodel.aspx?modelid=930601,e-cellphone
301,/ratemodel.aspx?modelid=1112782,e-cellphone
302,/ratemodel.aspx?modelid=1046120,e-cellphone
303,/ratemodel.aspx?modelid=1056999,e-cellphone
304,/ratemodel.aspx?modelid=1117087,e-cellphone
305,/ratemodel.aspx?modelid=1017443,e-cellphone
306,/ratemodel.aspx?modelid=1113264,e-cellphone
307,/ratemodel.aspx?modelid=1020650,e-cellphone
308,/ratemodel.aspx?modelid=1101216,e-cellphone
309,/ratemodel.aspx?modelid=1090100,e-cellphone
310,/ratemodel.aspx?modelid=1063477,e-cellphone
311,/clientcard.aspx?siteid=3175,e-cellphone
312,/ratemodel.aspx?modelid=1055936,e-cellphone
313,/clientcard.aspx?siteid=8107,e-cellphone
314,/ratemodel.aspx?modelid=1111698,e-cellphone
315,/clientcard.aspx?siteid=3744,e-cellphone
316,/ratemodel.aspx?modelid=1146518,e-cellphone
317,/ratemodel.aspx?modelid=1067911,e-cellphone
318,/ratemodel.aspx?modelid=954825,e-cellphone
319,/ratemodel.aspx?modelid=1117134,e-cellphone
320,/ratemodel.aspx?modelid=1145172,e-cellphone
321,/ratemodel.aspx?modelid=867366,e-cellphone
322,/ratemodel.aspx?modelid=995990,e-cellphone
323,/ratemodel.aspx?modelid=1109127,e-cellphone
324,/ratemodel.aspx?modelid=1118282,e-cellphone
325,/ratemodel.aspx?modelid=996261,e-cellphone
326,/ratemodel.aspx?modelid=1114687,e-shavingmachine
327,/ratemodel.aspx?modelid=1114691,e-shavingmachine
328,/ratemodel.aspx?modelid=1085649,e-shavingmachine
329,/ratemodel.aspx?modelid=886949,e-shavingmachine
330,/ratemodel.aspx?modelid=974294,e-shavingmachine
331,/ratemodel.aspx?modelid=1021061,e-shavingmachine
332,/ratemodel.aspx?modelid=1066487,e-shavingmachine
333,/ratemodel.aspx?modelid=1001187,e-shavingmachine
334,/ratemodel.aspx?modelid=1094807,e-shavingmachine
335,/ratemodel.aspx?modelid=1114690,e-shavingmachine
336,/ratemodel.aspx?modelid=848304,e-shavingmachine
337,/ratemodel.aspx?modelid=1097972,e-shavingmachine
338,/ratemodel.aspx?modelid=1113838,e-shavingmachine
339,/ratemodel.aspx?modelid=949211,e-shavingmachine
340,/ratemodel.aspx?modelid=1023015,e-shavingmachine
341,/ratemodel.aspx?modelid=974297,e-shavingmachine
342,/ratemodel.aspx?modelid=1097969,e-shavingmachine
343,/ratemodel.aspx?modelid=1056576,e-shavingmachine
344,/ratemodel.aspx?modelid=1057100,e-shavingmachine
345,/ratemodel.aspx?modelid=982390,e-shavingmachine
346,/ratemodel.aspx?modelid=894176,e-shavingmachine
347,/ratemodel.aspx?modelid=915355,e-shavingmachine
348,/ratemodel.aspx?modelid=935763,e-shavingmachine
349,/ratemodel.aspx?modelid=988443,e-shavingmachine
350,/ratemodel.aspx?modelid=937229,e-shavingmachine
351,/ratemodel.aspx?modelid=909894,e-shavingmachine
352,/ratemodel.aspx?modelid=997515,e-shavingmachine
353,/ratemodel.aspx?modelid=1121701,e-shavingmachine
354,/ratemodel.aspx?modelid=997512,e-shavingmachine
355,/ratemodel.aspx?modelid=933064,e-shavingmachine
356,/ratemodel.aspx?modelid=820896,e-shavingmachine
357,/ratemodel.aspx?modelid=1045813,e-shavingmachine
358,/ratemodel.aspx?modelid=1093538,e-shavingmachine
359,/ratemodel.aspx?modelid=938734,e-shavingmachine
360,/ratemodel.aspx?modelid=1093977,e-shavingmachine
361,/ratemodel.aspx?modelid=965498,e-shavingmachine
362,/ratemodel.aspx?modelid=870228,e-shavingmachine
363,/ratemodel.aspx?modelid=1107683,e-shavingmachine
364,/ratemodel.aspx?modelid=1047960,e-shavingmachine
365,/ratemodel.aspx?modelid=907623,e-shavingmachine
366,/ratemodel.aspx?modelid=997514,e-shavingmachine
367,/ratemodel.aspx?modelid=831032,e-shavingmachine
368,/ratemodel.aspx?modelid=984076,e-shavingmachine
369,/ratemodel.aspx?modelid=922891,e-shavingmachine
370,/ratemodel.aspx?modelid=922888,e-shavingmachine
371,/ratemodel.aspx?modelid=937234,e-shavingmachine
372,/ratemodel.aspx?modelid=915356,e-shavingmachine
373,/ratemodel.aspx?modelid=1061247,e-shavingmachine
374,/ratemodel.aspx?modelid=1094806,e-shavingmachine
375,/ratemodel.aspx?modelid=940690,e-shavingmachine
376,/ratemodel.aspx?modelid=1053003,e-shavingmachine
377,/ratemodel.aspx?modelid=942513,e-shavingmachine
378,/ratemodel.aspx?modelid=949216,e-shavingmachine
379,/ratemodel.aspx?modelid=1001189,e-shavingmachine
380,/ratemodel.aspx?modelid=1095397,e-shavingmachine
381,/ratemodel.aspx?modelid=1050210,e-shavingmachine
382,/ratemodel.aspx?modelid=937233,e-shavingmachine
383,/ratemodel.aspx?modelid=1047961,e-shavingmachine
384,/ratemodel.aspx?modelid=854361,e-shavingmachine
385,/ratemodel.aspx?modelid=1050211,e-shavingmachine
386,/ratemodel.aspx?modelid=824679,e-shavingmachine
387,/ratemodel.aspx?modelid=926418,e-shavingmachine
388,/ratemodel.aspx?modelid=949213,e-shavingmachine
389,/ratemodel.aspx?modelid=830105,e-shavingmachine
390,/clientcard.aspx?siteid=6381,e-shavingmachine
391,/ratemodel.aspx?modelid=927143,e-shavingmachine
392,/ratemodel.aspx?modelid=765046,e-shavingmachine
393,/clientcard.aspx?siteid=4870,e-shavingmachine
394,/ratemodel.aspx?modelid=889578,e-shavingmachine
395,/ratemodel.aspx?modelid=1008491,e-shavingmachine
396,/clientcard.aspx?siteid=6381,e-shavingmachine
397,/ratemodel.aspx?modelid=841672,e-shavingmachine
398,/clientcard.aspx?siteid=4870,e-shavingmachine
399,/ratemodel.aspx?modelid=1066489,e-shavingmachine
400,/clientcard.aspx?siteid=839,e-shavingmachine
401,/ratemodel.aspx?modelid=978656,e-shavingmachine
402,/clientcard.aspx?siteid=10934,e-shavingmachine
403,/ratemodel.aspx?modelid=822642,e-shavingmachine
404,/clientcard.aspx?siteid=4870,e-shavingmachine
405,/ratemodel.aspx?modelid=930176,e-shavingmachine
406,/clientcard.aspx?siteid=4870,e-shavingmachine
407,/ratemodel.aspx?modelid=912295,e-shavingmachine
408,/clientcard.aspx?siteid=2789,e-shavingmachine
409,/clientcard.aspx?siteid=6381,e-shavingmachine
410,/clientcard.aspx?siteid=4634,e-shavingmachine
411,/ratemodel.aspx?modelid=825198,e-shavingmachine
412,/clientcard.aspx?siteid=4870,e-shavingmachine
413,/ratemodel.aspx?modelid=821693,e-shavingmachine
414,/clientcard.aspx?siteid=6497,e-shavingmachine
415,/clientcard.aspx?siteid=4870,e-shavingmachine
416,/ratemodel.aspx?modelid=894789,e-shavingmachine
417,/clientcard.aspx?siteid=2789,e-shavingmachine
418,/clientcard.aspx?siteid=10277,e-shavingmachine
419,/clientcard.aspx?siteid=6669,e-shavingmachine
420,/clientcard.aspx?siteid=4749,e-shavingmachine
421,/clientcard.aspx?siteid=2436,e-shavingmachine
422,/clientcard.aspx?siteid=1544,e-shavingmachine
423,/clientcard.aspx?siteid=4634,e-shavingmachine
424,/clientcard.aspx?siteid=8985,e-shavingmachine
425,/clientcard.aspx?siteid=10934,e-shavingmachine
426,/clientcard.aspx?siteid=537,e-shavingmachine
427,/ratemodel.aspx?modelid=843988,e-shavingmachine
428,/clientcard.aspx?siteid=4870,e-shavingmachine
429,/clientcard.aspx?siteid=9100,e-shavingmachine
430,/clientcard.aspx?siteid=6381,e-shavingmachine
431,/clientcard.aspx?siteid=8985,e-shavingmachine
432,/ratemodel.aspx?modelid=745073,e-shavingmachine
433,/clientcard.aspx?siteid=4870,e-shavingmachine
434,/clientcard.aspx?siteid=3818,e-shavingmachine
435,/clientcard.aspx?siteid=11371,e-shavingmachine
436,/clientcard.aspx?siteid=4634,e-shavingmachine
437,/clientcard.aspx?siteid=1369,e-shavingmachine
438,/clientcard.aspx?siteid=4870,e-shavingmachine
439,/clientcard.aspx?siteid=4634,e-shavingmachine
440,/clientcard.aspx?siteid=1208,e-shavingmachine
441,/clientcard.aspx?siteid=10271,e-shavingmachine
442,/ratemodel.aspx?modelid=820885,e-shavingmachine
443,/clientcard.aspx?siteid=2974,e-shavingmachine
444,/clientcard.aspx?siteid=954,e-shavingmachine
445,/clientcard.aspx?siteid=8985,e-shavingmachine
446,/ratemodel.aspx?modelid=765050,e-shavingmachine
447,/clientcard.aspx?siteid=4870,e-shavingmachine
448,/ratemodel.aspx?modelid=782536,e-shavingmachine
449,/clientcard.aspx?siteid=4870,e-shavingmachine
450,/ratemodel.aspx?modelid=942512,e-shavingmachine
451,/clientcard.aspx?siteid=4417,e-shavingmachine
452,/clientcard.aspx?siteid=4634,e-shavingmachine
453,/clientcard.aspx?siteid=2789,e-shavingmachine
454,/clientcard.aspx?siteid=897,e-shavingmachine
455,/clientcard.aspx?siteid=4634,e-shavingmachine
456,/clientcard.aspx?siteid=5503,e-shavingmachine
457,/clientcard.aspx?siteid=4634,e-shavingmachine
458,/clientcard.aspx?siteid=4749,e-shavingmachine
459,/ratemodel.aspx?modelid=922892,e-shavingmachine
460,/clientcard.aspx?siteid=897,e-shavingmachine
461,/clientcard.aspx?siteid=4634,e-shavingmachine
462,/ratemodel.aspx?modelid=955356,e-shavingmachine
463,/clientcard.aspx?siteid=9061,e-shavingmachine
464,/clientcard.aspx?siteid=4870,e-shavingmachine
465,/ratemodel.aspx?modelid=974291,e-shavingmachine
466,/clientcard.aspx?siteid=4870,e-shavingmachine
467,/clientcard.aspx?siteid=3810,e-shavingmachine
468,/ratemodel.aspx?modelid=904020,e-shavingmachine
469,/clientcard.aspx?siteid=2974,e-shavingmachine
470,/clientcard.aspx?siteid=3159,e-shavingmachine
471,/ratemodel.aspx?modelid=870294,e-shavingmachine
472,/clientcard.aspx?siteid=897,e-shavingmachine
473,/clientcard.aspx?siteid=839,e-shavingmachine
474,/ratemodel.aspx?modelid=951669,e-coffeemachine
475,/ratemodel.aspx?modelid=921618,e-coffeemachine
476,/ratemodel.aspx?modelid=991949,e-coffeemachine
477,/ratemodel.aspx?modelid=963520,e-coffeemachine
478,/ratemodel.aspx?modelid=976624,e-coffeemachine
479,/ratemodel.aspx?modelid=1088911,e-coffeemachine
480,/ratemodel.aspx?modelid=951673,e-coffeemachine
481,/ratemodel.aspx?modelid=896722,e-coffeemachine
482,/ratemodel.aspx?modelid=951399,e-coffeemachine
483,/ratemodel.aspx?modelid=789094,e-coffeemachine
484,/ratemodel.aspx?modelid=1060214,e-coffeemachine
485,/ratemodel.aspx?modelid=1125823,e-coffeemachine
486,/ratemodel.aspx?modelid=130794,e-coffeemachine
487,/ratemodel.aspx?modelid=37395,e-coffeemachine
488,/ratemodel.aspx?modelid=1032482,e-coffeemachine
489,/ratemodel.aspx?modelid=738544,e-coffeemachine
490,/ratemodel.aspx?modelid=130466,e-coffeemachine
491,/ratemodel.aspx?modelid=1104461,e-coffeemachine
492,/ratemodel.aspx?modelid=933760,e-coffeemachine
493,/ratemodel.aspx?modelid=870973,e-coffeemachine
494,/ratemodel.aspx?modelid=680077,e-coffeemachine
495,/ratemodel.aspx?modelid=951671,e-coffeemachine
496,/ratemodel.aspx?modelid=961486,e-coffeemachine
497,/ratemodel.aspx?modelid=1121265,e-coffeemachine
498,/ratemodel.aspx?modelid=1106699,e-coffeemachine
499,/ratemodel.aspx?modelid=680076,e-coffeemachine
