comment	label
"
                מכונת גילוח זולה וטובה בסך הכל. אבלללל יש לה בעייה רצינית וקשה שהיא: צריך להטעין אותה 10 שעותתת בשביל חמי שעה עבודה סך הכלל!!! למה??? חצי יום להטעין על מנת להתגלח חצי שעה , וזה דבר מכעיס ולא מתקבל על הדעת, כמובן שאם הייתי יודע זאת מלכתחילה לא הייתי קונה אותה. "	0
"
                המקרר מקפיא מוצרים . דלת שמאל נטרקת ומזיזה את המקרר, מוצרים עומדים נופלים ונשפכים.. הדלת התעקמה מהטריקות . הקיוסק מספק מי ברז מסוננים ולא קרים "	0
"
                האוזניות נקנו וכשרציתי להזדכות עליהן סירבו לזכות. האיכות בסדר אבל הסאונד ממש חלש וממש התאכזבתי מהשירות שניתן לי בפטקום."	0
"
                כירה מזעזעת , לא לקנות ולא להתקרב , הטרמטסטט נדלק ונכבה כל כמה שניות , להכין חביתה לוקח חצי שעה "	0
"
                קניתי את המיקרוגל הזה בצבע תכלת.. מיקרוגל בעיצוב יפה, אך פשוט מאד.. החימום מאד איטי- צריך להפעיל הרבה זמן כדי לחמם דבר קטן.. מלבד זאת אין פיזור אחיד של חום בכלל, אני מכניס למשל לחם לחימום ל20-3 שניות,. חצי מתחמם מאד, מתקשח ומתייבש, וחצי נשאר קפוא... אשתי התעקשה עליו בגלל העיצוב,. מסקנה- מי שמחפש מיקרוגל לקישוט יקנה אתו, אך מי שמחפש מכשיר טוב שעושה את העבודה שיחפש משהו אחר."	0
"
                אין אחיזה טובה באוזן. לא ממליצה. "	0
"
                מוצר גרוע ביותר להתרחק כמו מאש נמצא אצלי שנה וחודש . יום אחד הפסיק לעבוד לקחתי למעבדת שירות של אלקטרה  ושם נאמר לי שהלך הכרטיס וזה עולה 400 ש""ח תיקון -לא כלכלי למיקסר שעלה לי 1000. בקיצור סאווטר סאוטר - פח פח "	0
"
                קניתי את המוצר אבל מקשי הווליום לא עבדו וגם מקש הניגון וההשהיה. הייתי צריך להחזיר למעבדה לתיקון. נראה שהבעיה הזו קרתה לאנשים נוספים."	0
"
                רכשתי את השואב אחרי שקראתי ביקורות והמלצות....חברים, אגיד את האמת: יש לי שואב חשמלי עם שקית משנת 2005. הכוח יניקה שלו פי 3!! הרי לזה אנחנו מצפים - לעוצמה....פה דייסון לא הרשים אותי. בשואב הישן כשסמים אצבע ביציאה מהצינור אז מרגישים שהאצבע נשאב פנימה חזק. בדייסון מורגש רק מן נפנוף ....אני כבר לא מדבר שהסוללה ירדה ב40% אחר י15  דקות עבודה. כמובן נוח לעבוד עם השואב, הכל נראה הי-טק... אבל אחרי ניקוי שטיח עם דייסון השואב החשמלי הישן שאב עוד המון...בקיצור המחיר לא מוצדק....ציפיתי ליותר מהמוצר כו יקר...."	0
"
                קניתי את המוצר לאחר שקראתי את שלל התגובות הנלהבות כאן באתר וחייבת לציין שלא היתה התייחסות לחלק נכבד מהפונקציות.  . אי אפשר לומר שאני לחלוטין מרוצה מהמוצר."	0
"
                רכשתי את המוצר הכי יקר בקטגוריה כי חשבתי שאני הולך לקבל את הכי טוב שיש , מטרת הרכישה הייתה ללוש בצק ללחם , קראתי את ההוראות ופעלתי כנדרש , בפעם הראשונה שהפעלתי את המיקסר המנוע השמיע רעש של מאמץ יתר למרות שהייתה כמות קטנה של קמח והמיקסר לא היה אמור להתאמץ , מסתבר שהמיקסר חלש מאוד ולא יודע לעמוד בהבטחות שפרסום , המיקסר יודע לעבוד עם בלילות רכות בלבד , בשביל לעבוד בבלילות רכות אפשר לקנות מיקסרים יותר זולים בהרבה ולא צריך לבזבז כסף מיותר. המסקנה חבל על כל שקל !!"	0
"
                קניתי מכונה חדשה לפני כמה שבועות ו המקציף לא עובד. יוסי קרטין 0528282186. רמת גן. כמה שאשתי מתקשרת הם מתעלמים. גועל נפש"	0
"
                לא להתקרב. המחיר מפתה. פתחתי את הקופסה והשואב לא נדלק בכלל."	0
"
                לא לגעת במכונה אחרי שמונה חודשים לא מייצרת קיטור שירות של בריגמן מתחת לכל ביקורת לא שווה שאין שירות לא כדאי לקנות"	0
"
                בקיצור: . ""בריחת אור"" בצידי המסך שבסצינות מסויימות יכול להפריע! . מפורט:. קניתי את הטלוויזיה לאחר צפיה ובדיקת ביקורות רבים וגם ראיתי את הדגם על קיר תצוגה בחנות, והחלטתי שבמחיר שלה היא משתלמת.. ""למזלי"" קיבלתי טלוויזיה עם בעיית ""בריחת אור"" בצידי המסך (חשוב לציין שהדגם בעל תאורה אחורית ולא צדדית).. לאחר פניה לשירות במסגרת 14 יום ולאחר הצגה בפניהם של הבעיה בכתב ובצילום וידאו , נאמר לי ""שככה זה אמור להיות""!. ניתן לראות את התופעה המדוברת גם בוידאו יוטיוב הבא : /watch?v=yrG8A5n-8qY&list=WL&index=95  (לא שלי, אבל דומה). מומלץ לפתוח ולבדוק את המוצר שקניתם עוד בהיותכם בחנות! איכות ההרכבה ואימות תקינות המוצר לא הכי גבוהה! "	0
"
                גועל נפש מכשיר זבל"	0
"
                מקרר עם בעיה מיצר קרח בתא הקירור מקלקל ירקות . לאחר שבדקו עם מכשירמבחינתם המקרר תקין ולא ניתן לאטום יותר"	0
"
                מקרר זוועתי יש לו הרבה לחות שמקלל את את הירקות תוך 2 ימים המלפפונים הופכים מימים והפירות מצתמקים מרעיש מצטערת שקנית  והשרות זוועה הטכנאי הגיעה פעמיים ואמר שצריך לשים את הירקות בשקיות גם לא עזר מחפשת למכור "	0
"
                השמע טוב. הפלסטיק לא איכותי ולאחר מספר שימושים נסדק ונשבר ולא ניתן להשתמש באוזניות.  אין אחריות על שבר כך שלא ממליצה על המוצר."	0
"
                מקרר יפה אך הגיע כשהדלתות לא יושבות מאוזן וגם לא הצליחו לסדר אותן אחרי כמה פעמים שהגיעו ובסוף הגיע טכנאי בכיר שטען שככה זה בכלל. בזיון. לא להתקרב למוצר הזה. לא שווה. "	0
"
                התקלקלה אחרי שנה וחצי בדיוק בשימוש סביר ואחראי. הזוי לגמרי .. יש לי טלויזיות של יצרנים סינים שהחזיקו 7 שנים ויותר.. לעולם לא אקנה טלויזיה של סמסונג."	0
"
                מיקרוגל קטן!! נמכר ומתואר בעל נפח של 25 ליטר, כאשר הנפח בפועל הוא 18 ליטר בלבד.. מיקרוגל קודם שהיה בעל נפח 25 ליטר, היה משמעותית גדול יותר (נפח התנור עצמו, לא מידות חיצוניות).. לא מחמם בצורה אחידה כלל ועושה רושם שהוא חלש יחסית.. לא הצלחתי להכין אפילו פופקורן. חציו נשרף - ממש שרוף שחור, וחציו לא נעשה כלל. גם כשהשתמשתי בתוכנית יעודית לפופקורן, ופעלתי לפי הנחיות המשקל."	0
"
                הגילוח מאד איטי, צריך לעבור המון פעמים שמקבלים גילוח סביר. מאד מאכזב. המכונה יפה אבל זה לא מספיק"	0
"
                רכשתי את הטלפון איך שיצא. בהתחלה עבד טוב אחרי תקופה של חצי שנה התחילו להופיע מספר בעיות . 1. הפסיק לתמוך בטעינה מהירה. 2. הסוללה נגמרת אחרי כמה שעות. 3. ניתקע מידי פעם. "	0
"
                קניתי טלפון חדש של Oneplus ב KSP . אחרי כחודשיים הטלפון התחיל להבהב והמסך קיבל צבע  ירוק. KSP אפילו לא דיברו איתי . הם שלחו אותי ליבואן . מהלך דבילי לדעתי כי החברה שאני מנהל קונה את כל הציוד שלה ב-KSP. תנחשו איפה אנחנו לא קונים היום ציוד ........היבואן Mobile BD שלח אותי לרמת גן (אני גר במודיעין) ואחרי כ- 10 ימים ללא טלפון ( אפילו חלופי לא קיבלתי) נסעתי שוב לרמת גן וקיבלתי חזרה את הטלפון. הפעם היו לו  שני צבעים (חצי  כחול זוהר וחצי שחור) ויותר גרוע  לא ניתן להשתמש בטביעת אצבע. הטלפון עובד אבל לא סביר שאחרי חודשיים אני מסתובב עם טלפון סוג ב...... "	0
"
                חברה גרועה, מוצר גרוע ושירות לקוחות נוראי!. אחרי פעם אחת של שימוש בשביל להרתיח מים לפסטה כבר נהרס הגז .. כל הברזל התקלף ועוד בשירות לקוחות אומרים שזה לא חלק מהאחריות!. להתרחק מהחברה הבזיונית הזאת , לא לקנות!.  "	0
"
                מה ביקשתי?. טלפון איכותי ויחסית חדיש שלא עולה על 6 אינץ.. קניתי את הגלקסי s9 כחדש מהחנות עם מטען מהיר וסוללה שנגמרת יותר מהר מהמטען.. אחרי כמה חודשים הטלפון מתחמם במהירות, ביצועים חלשים, באמת מאכזב.... 100 אחוז בסוללה שנגמרים כמו 30 אחוז בטלפון אחר ונורמלי.... לא ממליץ בכלל"	0
"
                המכשיר אצלי כשנתיים, היה בתיקון יותר מ4 פעמים.  פעם ראשןנה לאחר חודש שקניתי אותו. הפסיק לעבוד משום מה ולא הצליחו לתקן אותו ונאלצו להחליף לחדש שגם כן נדפק יום למחרת ועוד פעם החליפו. בסופו של דבר המכשיר מתחמם , מפסיק לעבוד בלי ששמים לב,  מפסיק להטעין , לא נדלק וגם נתקע מידי פעם שאי אפשר לעשות ריסטרט ולא לכבו. זה הסמסונג הגרוע שהיה לי. "	0
"
                לא מומלץ . מכשיר חדש שכבר מההתחלה נמסר פעמיים לתיקון . "	0
"
                מוצר סביר.. רמת השאיבה טובה, לא בנוי לחלקים קשים, מפנה נוזל טוב.. רמת השטיפה נמוכה: לא שוטף טוב, משאיר סימנים על הריצפה, שטיפה איתו נראת טובה אם שופיחם מיים על הריצפה.. מיכל מיים מלוכלכים קטן, מיכל מיים נקיים גם קטן.. חומר מקורי של BISSELL  , שהוא צריך להיות מיועד לשטיפה, מקציף , וזה בחומרי ניקוי למכונות שטיפה ושואבים אסור, זה הורס סוללה ומנוע.. הוראות שימוש לא ברורות. יש רק תמונות ולא ברור למה התכוון המשורר.. פירוק והרכבה נוחים ופשוטים. סוללה מספיקה למוצר חדש בערך לחצי שעה."	0
"
                מיקסר לא מקצועי, בהכנת בצק של 2 כוסות עולה ריח של שרוף, המיקסר מתחמם מהר.. בהכנת עוגות בחושות הוא לא מערבל טוב, לא מגיע לקרקעית, צריך כל הזמן לעצור ולערבל ידנית, כמו בן מהפנות..  מהר מאוד לאחר מספר פעמים בודד של הכנה, נשבר מכסה הפלסטיק, כפתור מהירות נשבר (לא מגיב), הברגה הכנסת החלקים גם תקולה, החזיק 4 חודשים, לא ניצלתי את האחריות כי המיקסר לא רציני.. חבל על הכסף, כדאי להוסיף עוד קצת ולקנות משהו מקצועי כמו קנווד KMIX/"	0
"
                אכזבה גדולה!, קניתי את המיקסר לפני כשנה וחצי, בהתחלה תיפקד טוב, אבל גם אז התוצאות לא היו מעבר למיקסר קנווד הקודם שהיה לי , אבל לאחר כשנה וחצי הגוף של המיקסר פשוט התחיל להתפורר, ובכל פעם שמפעילים נופלים חתיכות של ברזל (לא בדיוק ברזל אלא כנראה איזה תערובת ממנו עשוי הגוף) לתוך הבצק, כמובן שאי אפשר להשתמש ככה במיקסר, בקניה חשבתי שאני אומנם משלם מחיר מטורף אבל בתמורה אקבל סוס עבודה, בסוף מתברר שזה בנוי בצורה זולה יותר ממיקסר שעולה רבע ממנו."	0
"
                לא להתקרב! לא יכול ללוש קמח!. כבר מהיום הראשון לא הצליח ללוש קילו קמח, ניסיתי עם 2 קילו, אולי כמות קטנה מדי ""תוקעת אותו"" - בקושי זז. התקשרתי למוכר והוא אמר לי שהספק טוען שהוא מיועד לעבוד רק עם קילו קמח, מה שלא מצויין בשום מקום! אפילו בחוברת הפעלה מצויין שהוא יכול לעבוד עם 2.2 קילו קמח!. לא לקנות ולו רק בגלל היבואן!"	0
"
                אחרי תקופה קצרה של שימוש כל השמן השחור של המכשיר יצא והגומי נחרך לא שווה את המחיר מתחמם מאוד מהר לא יציב רוקד על כל השולחן חייב להחזיק אותו בלישה שלא יפול "	0
"
                המקציף עבד נהדר ביומיים הראשונים, בשלישי כל הפונקציות למעט ההקצפה הבסיסית פסקו מלעבוד ולאחר מספר ימים נוספים הוא גם הפסיק לחמם.. השירות הטלפוני שקיבלנו התנער מכל אחריות וביקשו שנבוא למודיעין או לתחנת השירות הקרובה לצורך בדיקה של המכשיר ( נסיעה של מעל שעה לכל כיוון עבור מוצר ששוויו פחות מ - 200 ש""ח.. השירות עצמו היה מזלזל ונראה שממש הפרענו להם.. מוצר המילטון האחרון שנכנס אלי הביתה ( היו בעבר כמה כישלונות אבל לא כמו המכשיר הנוכחי)"	0
"
                להתרחק ממקררי סמסונג. מוצר לא תקין ושירות מתחת לכל ביקורת. קנינו לפני פחות משנה ורק בעיות. פריזר הפסיק לעבוד אחרי חודשיים (אחרי המתנות ושני טכנאים גילו שאין גז במערכת) כעבור עוד חודשיים נשארתי עם ידית הדלת ביד, עד היום (4 חודשים אחרי) לא טופל. הגומי בתחתית דלת המקרר נקרע. בשירות דוחים אותנו בכל מיני תשובות."	0
"
                יש לי את המקרר קצת פחות משנה ולא עוברים חודשיים בלי שהוא מחריב לי יום עבודה, מביא עצבים וגורם לנו לזרוק את רוב התכולה לפח, כי הפסיק לעבוד. כל הסטיגמות השליליות על מוצר סיני מצדיקות את עצמן במוצר הזה. לא לקחת אותו אפילו בחינם!!!"	0
"
                מכונת קפה זבל מתקלקלת אחרי חצי שנה"	0
"
                1.המיקסר על הפנים . דגם זה אינו קיים בעולם, רק בארץ. חפשו בגוגל את Morphy Richards 48921 ותבינו על מה אני כותב.. 2. הקערה יכולה להכיל 5 ליטר רק אם ממלאים אותה עד הסוף כלומר בפועל נפח העבודה הוא פי 2 פחות.. 3. הקערה מוחדרת לתבנית פלסטיק, אף מהנדס בעולם לא יחבר מתכת לפלסטיק, מקציף גם בנוי באותה שיטה. 4. מקסימום ל1 ק""ג קמח. מהירות הלישה (1) גבוהה מדי והבצק מתפתל על הוו, ולכן יש לכבות את המיקסר ולהוציא את הבצק מהוו, אבל ברגע שמפעילים אותו שוב, הבצק מתפתל מייד על הוו. בסופו של דבר נימאס לי ולשתי את הבצק בידיים.. 5. המעטפת העליונה מפלסטיק, למרות שכתוב שכל הגוף מברזל.. 6. מערכת הפתיחה פרימיטיבית מאוד, צריך לפתוח ולסגור בכל פעם שצריך לפתוח את המיקסר.. 7. בכלל לא שקט, הוא מרעיש אותו דבר כמו מיקסר לפני 12 שנה.. 8. באופן כללי : הרכישה התבררה כמיקסר שווה רק כדי לזרוק אותו לפח בלי להוציא מהאריזה"	0
"
                לא מומלץ לאנשים שיש להם אלרגיה מתכת או חומרים אחרים! הבן שלי קנה את האוזניות ולא הצליח להשתמש בהם יותר מחודש. האוזניות עשו לו דלקת אוזניים חמורה. "	0
"
                קניתי את הטלויזיה אחרי שנים רק עם טלויזיות של LG ואחרי כמה שבועות הטלויזיה החדשה החלה להכבות/לקפוא ובהמשך חדלה מלהדלק.הביקורת מופנית ליבואן ח.י שלא סיפק תשובות והחזיק אותי באוויר מעל ל-3 שבועות מרגע תחילת התלונה הראשונה. עד היום לא קיבלתי מסך באחריות,ולא הגיע טכנאי מטעמם אפילו לבדוק את הנושא."	0
"
                המיקסר נקנה בAce בנמל תל אביב ובפעם השלישית פשוט התקלקל!!!!!!!!! ומעבר לזה הוא רועשששש!!!!! וגם לא שווה את הכסף. אין לי מילים מעבר לכך"	0
"
                לא מתאים לעובדים זרים ולמי שצריך לתקשר עם חו""ל יש בעיית תוכנה בחברה שהיא ידועה (ישנו פרסום יל כך בגוגל) ועד שלא יעשו לה עדכוני תוכנה לא כדאי לרכוש את המוצר מכיוון שהאדם אליו מחייגים לא מצליח לשמוע טוב את השיחה. עשינו עדכון גירסה וגם זה לא עזר."	0
"
                יש לי אותו כ-5 שנים לפחות.. רכשתי אותו במטרה ללישת בצק.. הבעיה העיקרית שלי איתו, זה כשאני מכניס לקערה קילו אחד בלבד של קמח, לבצק אני חייב לעצור כל פעם כי הבצק עולה ללמעלה ונתפס בחיבור של הוו לישה.. הבצק הוא בצק רגיל, לא נוזלי מדאי ולא יבש.. בנוסף אני תמיד תופס את החלק העליון של המיקסר בלישה כי הוא נע בצורה חזקה, אני ממש חושש שהוא יישבר.. מבחינת הקצפת חלבונים הוא מקציף נהדר, קצף יציב מאוד.. לאחר כ-5 שנים בלישת בצק אני חווה רעש מוזר מעט מהמנוע... נקווה לטוב.... כמובן, המקסר הבא שלי בטוח לא יהיה כזה, אני אחפש משהוא אמין יותר מיקסר שיהיה אפשר ללוש איתו בצורה חלקה ללא חששות."	0
"
                לי אישית פחות נוח באוזניים לוחץ אחרי שימוש שהוא ארוך יותר משיחה, כלומר לצורך שמיעת מוזיקה לא נוח. . מעבר לכך סינון הרעשים לא אפקטיבי "	0
"
                רכשתי את המיקסר לפני חודשיים. המיקסר הוא לא הכי טוב. קיבלתי חוות דעת מעורבות לגביו, אבל הרגשתי שדווקא יהיה טוב. במבט לאחור - לא הייתי קונה אותו. . הוא רוקד על השיש ללא הפסקה במהירויות גבוהות. . הוא לא מגיע לתחתית הקערה, כאשר צריך לערבב את התוכן. . מאכזב..."	0
"
                קיבולת ממש נמוכה. גולש...."	0
"
                לא לקנות! נורא, מלכלך במקום לנקות."	0
"
                המנוע נשרף אחרי 3 פעמים של שימוש.. חבל על הכסף..."	0
"
                מיקסר בינוני ומטע, מתאים בעיקר להקצפה. לישת בצק מקצועי - לא לגעת.. הגוף רופף, פין מרכזי נשלף ולא באמת ניתן להידוק.. הגיר הפלנטרי מתלכלך ולא ניתן לרחיצה ללא פירוק.. מילה אחת - גימיק. "	0
